len,entropy,digit_p,alpha_p,vowel_p,special_p,sub_count,max_cons,query,label,attack_tag,qtype,llm_prediction,llm_reasoning
19,3.471,0.111,0.722,0.222,0.167,1,4,xn--archv-n0a0o.org,1,3,A,3,"Il record A, lunghezza moderata (19) e entropia media (3.47) indicano un dominio tipico, mentre il prefisso punycode “xn--archv‑n0a0o” è una variante omofona di “archive.org”.  
Questa struttura è tipica di un dominio di impersonificazione/typosquatting.  
CLASSE: 3"
23,4.056,0.227,0.636,0.136,0.136,1,4,xn--buzzfd-t3a4381d.com,1,3,A,3,"Il record è di tipo A, ma il dominio è in punycode (xn--) con una sequenza semi‑casuale di lettere e cifre, senza parole leggibili, tipica di domini creati per impersonificazione/typosquatting. Lunghezza (23) ed entropia (4.06) rientrano nel range comune per IDN usati a scopo ingannevole.  
CLASSE: 3"
51,4.43,0.0,1.0,0.188,0.0,3,9,mwcgnokjfcrxrcwasjtctubtqvgzwo.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT e contiene una stringa molto lunga (51 caratteri) con alta entropia (4.43) e poca vocali, tipica di payload codificati per DNS tunneling.  
Queste caratteristiche corrispondono alla regola 1 (Tunneling / Data Exfiltration).  

CLASSE: 1"
25,3.429,0.45,0.5,0.2,0.05,5,3,1.152.73.151.in-addr.arpa,0,0,AAAA,0,"Il record AAAA per un dominio di reverse DNS (in‑addr.arpa) ha lunghezza media e entropia moderata, tipiche di domini legittimi; nessuna anomalia strutturale o uso di TXT per payload.  
CLASSE: 0"
10,2.646,0.0,1.0,0.222,0.0,1,3,rlfagr.org,1,3,A,0,"Il record è di tipo A, con lunghezza moderata (10) e bassa entropia (2.646), tipici di domini legittimi e non di payload o DGA; la composizione di vocali e consonanti non suggerisce una stringa casuale né un dominio imitativo.  
CLASSE: 0"
18,3.308,0.0,1.0,0.438,0.0,2,2,mx.samaraintour.ru,0,0,A,0,"Il record A per un dominio di lunghezza media (18) con entropia moderata (3.3) e solo due sottodomini indica un nome plausibile (mx.samaraintour.ru) tipico di un servizio legittimo. Non presenta le caratteristiche di tunneling, DGA o typosquatting.  
CLASSE: 0"
26,3.873,0.0,1.0,0.375,0.0,2,4,www.eastcountymagazine.org,0,0,A,0,"Il record è di tipo **A**, la lunghezza è moderata (26) e l’entropia è bassa (≈3.9), tipica di parole leggibili; i sottodomini sono pochi e il dominio contiene termini comprensibili (eastcounty, magazine).  
Non emergono pattern di tunneling, DGA o typo‑squatting.

CLASSE: 0"
8,2.75,0.14300000000000002,0.857,0.429,0.0,1,1,ebay5.de,1,3,A,3,"Il dominio usa un record A di lunghezza breve (8) con bassa entropia (2.75) tipica di domini legittimi, ma contiene il brand “ebay” con una leggera modifica (cifra “5”), tipica di imposter/typosquatting.  
CLASSE: 3"
51,4.234,0.0,1.0,0.25,0.0,3,9,lrmophiaorszplhnjcunzbzegfccah.sandbox.alphasoc.xyz,1,1,TXT,2,"Il record TXT è lungo 51 caratteri con entropia 4.23, suggerendo una stringa moderatamente casuale più tipica di un dominio generato automaticamente che di un payload di tunneling.  
L’alta sequenza di consonanti, la bassa percentuale di vocali e i pochi sottodomini indicano un nome DGA.  
CLASSE: 2"
36,4.427,0.176,0.8240000000000001,0.176,0.0,2,4,hzy32rwj6qsls4vqpj4uv8i.attacco.test,1,2,AAAA,2,"Il record AAAA è tipico di servizi legittimi, ma la label iniziale è una stringa casuale di 22 caratteri con entropia 4.4 e contiene numeri, indicando un alto grado di casualità tipico dei DGA; la lunghezza non è estrema e non vi sono caratteri speciali.  

CLASSE: 2"
50,4.541,0.25,0.75,0.229,0.0,2,4,aoh87v89en4qo9khsboi54goqq7dx32wl5bwk.attacco.test,1,2,AAAA,2,"Il record è di tipo AAAA (non TXT), quindi non tipico di tunneling; la lunghezza di 50 caratteri e l’entropia elevata (4.54) indicano una stringa pseudo‑casuale, tipica di DGA, con pochi sottodomini e senza caratteri speciali.  
CLASSE: 2"
51,4.419,0.0,1.0,0.292,0.0,3,7,kmacujtlbqutajauniknymvwnagofg.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT e la sotto‑stringa è lunga 33 caratteri con entropia 4.4, tipica di payload codificati usati per tunneling/exfiltration; la bassa percentuale di vocali e l’assenza di caratteri speciali rafforzano l’ipotesi.  
CLASSE: 1"
66,4.853,0.25,0.75,0.125,0.0,2,7,qyxdq561gnr459hsh7xk6zssewgmgrmc02di24bboc1h3cuk59ykl.attacco.test,1,2,AAAA,2,"Il tipo AAAA è legittimo, ma il primo label è una stringa lunghissima (66 caratteri), con alta entropia (4.85) e predominanza di lettere/cifre casuali, tipica dei domini generati da DGA; i pochi sottodomini e l'assenza di pattern riconoscibili escludono impersonation o tunneling.  

CLASSE: 2"
51,4.299,0.0,1.0,0.167,0.0,3,15,eblhpmmfncsywkrlubmxeznbkrmddh.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT è molto lungo (51 caratteri) con alta entropia (4.3) e una sequenza di 15 consonanti consecutive, tipico di payload codificati inseriti in un dominio per tunneling/exfiltration.  
CLASSE: 1"
32,4.188,0.133,0.867,0.233,0.0,2,7,d4yyzrxsx2vmui4mu5l.attacco.test,1,2,A,2,"Il record è di tipo A (tipico per host legittimi), ma il primo label è una stringa di 20 caratteri quasi casuale, con alta sequenza di consonanti, entropia moderata (4.188) e presenza di cifre, tipica dei domini generati da DGA. Non presenta lunghezze estreme né uso di TXT, né imitazione di brand.

CLASSE: 2"
26,3.58,0.47600000000000003,0.47600000000000003,0.19,0.048,5,3,26.65.144.186.in-addr.arpa,0,0,A,0,"Il qtype A su un nome “in‑addr.arpa” è tipico di reverse‑lookup, la lunghezza è moderata e l’entropia (3.58) è bassa, coerente con un dominio legittimo e strutturato.  

CLASSE: 0"
24,3.7720000000000002,0.043000000000000003,0.9570000000000001,0.261,0.0,1,3,adnetw0rkperformancc.com,1,3,A,3,"Il record è di tipo A con lunghezza media (24) e entropia moderata (3.77), ma il nome contiene una chiara alterazione (“0” al posto di “o” e omissione di lettere) tipica di typo‑squatting.  

CLASSE: 3"
27,3.63,0.5,0.455,0.182,0.045,5,3,114.50.157.189.in-addr.arpa,0,0,A,0,"Il dominio è un puntatore reverse in‑addr.arpa; qtype A, lunghezza moderata e bassa entropia indicano un record DNS legittimo.  
CLASSE: 0"
14,3.379,0.0,1.0,0.385,0.0,1,2,grupobusca.com,0,0,AAAA,0,"Il record AAAA è comune per host legittimi; la lunghezza moderata (14) e l’entropia bassa (3.38) mostrano poca casualità, con una parola comprensibile (grupobusca).  
CLASSE: 0"
46,4.5280000000000005,0.20500000000000002,0.795,0.25,0.0,2,7,8ux65bwiq3yl44ncrwrjle8jln0ekau2u.attacco.test,1,2,AAAA,2,"Il tipo AAAA indica un record legittimo, ma la lunghezza estrema (46) del primo label, l’alta entropia (4.53) e la sequenza di consonanti (7) suggeriscono un nome generato casualmente tipico di DGA piuttosto che traffico normale.  

CLASSE: 2"
51,4.48,0.0,1.0,0.20800000000000002,0.0,3,9,unjjzkisjeynymqjdvrixdiwhpfhwk.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT con una stringa di 51 caratteri, molto più lunga del tipico nome host DGA e con alta entropia (4.48), tipica dei payload codificati usati per tunneling.  
La combinazione di lunghezza estrema, tipo TXT e entropia elevata indica probabilmente un canale di esfiltrazione.  

CLASSE: 1"
51,4.464,0.0,1.0,0.188,0.0,3,9,nrpniirwpxzlexkdgqmxuvmqhrqmfz.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT contiene una stringa molto lunga (51 caratteri) con alta entropia (4.46) e scarsa presenza di vocali, tipica di payload codificati usati per tunneling o esfiltrazione.  

CLASSE: 1"
27,3.482,0.5,0.455,0.182,0.045,5,3,225.25.201.190.in-addr.arpa,0,0,AAAA,0,"Il tipo di record AA/AAAA è tipico per i reverse‑lookup di indirizzi IP e, insieme a una lunghezza moderata (27) e a un’entropia di 3,48 (bassa‑media), non indica comportamenti anomali. La presenza di molti numeri e pochi caratteri speciali è coerente con un dominio legittimo di tipo in‑addr.arpa.  
CLASSE: 0"
11,2.914,0.0,1.0,0.333,0.0,2,3,idpi.spb.ru,0,0,AAAA,0,"Le metriche mostrano una lunghezza moderata, bassa entropia (2.9) e nessun carattere sospetto; il record AAAA è tipico di host legittimi, con pochi sottodomini e vocale% normale.  
CLASSE: 0"
18,3.5300000000000002,0.0,1.0,0.25,0.0,2,4,www.joshgroban.com,0,0,AAAA,0,"Il record AAAA è tipico di domini legittimi; la lunghezza (18) e l’entropia (3.53) sono basse, indicando una stringa leggibile e non casuale; i pochi sottodomini e l’assenza di cifre o caratteri speciali confermano la normalità.  

CLASSE: 0"
51,4.338,0.0,1.0,0.20800000000000002,0.0,3,14,stlanbpaxdqzrggmbrjfxqaqufircp.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT di 51 caratteri con alta entropia (4.338) e una sequenza di 14 consonanti indica un payload codificato tipico del tunneling; la lunghezza estrema e il qtype TXT lo distinguono da un semplice DGA.  
CLASSE: 1"
51,4.196,0.0,1.0,0.25,0.0,3,6,pdatpdjkjagumzsoachngkobmlhpuj.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT contiene una stringa molto lunga (51 caratteri) con alta entropia (4.2) e aspetto casuale, tipico del tunneling dati. La presenza di un unico sottodominio lungo e l'uso di TXT suggeriscono esfiltrazione piuttosto che un DGA tradizionale.  
CLASSE: 1"
13,3.239,0.182,0.8180000000000001,0.182,0.0,2,2,g00qle.com.my,1,3,A,3,"Il record A e la lunghezza media con entropia moderata suggeriscono un dominio normale, tuttavia l’uso di “00” al posto delle “oo” in “g00qle” indica una tipica sostituzione per imitare il brand Google.  

CLASSE: 3"
50,4.443,0.188,0.812,0.146,0.0,2,10,rw4jmul6wucb8rktpknkjzmad6883pm3jt7xl.attacco.test,1,2,AAAA,1,"Il record AAAA è legittimo, ma la lunghezza estrema (50 caratteri) e l’alta entropia (4.44) indicano un payload codificato tipico del DNS tunneling/più che un semplice DGA.  
CLASSE: 1"
75,4.848,0.301,0.6990000000000001,0.137,0.0,2,5,obfylut8w18e07q9v0tehdsd8c6qqw5n5wdvd0gx3666e2am5l11psklk0jwf4.attacco.test,1,2,A,2,"qtype A è comune, ma la lunghezza estrema (75) e l’entropia 4.85 suggeriscono un nome generato casualmente.  
Pochi sottodomini e assenza di parole leggibili puntano a un DGA.  
CLASSE: 2"
26,3.686,0.47600000000000003,0.47600000000000003,0.19,0.048,5,3,173.29.55.187.in-addr.arpa,0,0,A,0,"Il record A per un dominio reverse‑DNS contiene l’indirizzo IP in forma leggibile; la lunghezza (26) e l’entropia (3.686) sono tipiche di stringhe con molti numeri e pochi caratteri casuali, senza pattern di tunneling o DGA.  

CLASSE: 0"
10,2.922,0.0,1.0,0.444,0.0,1,1,carena.com,0,0,A,0,"Il record è di tipo **A**, la lunghezza è moderata (10) e l’entropia è bassa (≈2.9), tipica di parole leggibili; non ci sono sequenze di caratteri sospette né punteggi alti di cifre o simboli.  
Queste caratteristiche corrispondono a un dominio legittimo e a traffico normale.  

CLASSE: 0"
23,3.915,0.095,0.905,0.23800000000000002,0.0,2,4,gk7m1iyjrf.attacco.test,1,2,AAAA,2,"Il record AA​AA è tipico di traffico legittimo, ma la label “gk7m1iyjrf” (len 23, entropia ≈ 3.9, solo 2 sottodomini) appare casuale e ad alta entropia, caratteristica dei domini DGA.  

CLASSE: 2"
29,3.949,0.148,0.852,0.185,0.0,2,6,3r2t8lnmksnuh3cw.attacco.test,1,2,AAAA,0,"Il record AAAA indica una normale risoluzione IPv6; la lunghezza (29) e l’entropia (≈3.95) sono moderate, con pochi sottodomini e nessun carattere speciale, tipici di un dominio legittimo.  
CLASSE: 0"
14,3.325,0.077,0.923,0.385,0.0,1,3,eventb4ite.com,1,3,A,3,"Record A con lunghezza moderata (14) ed entropia 3.3, tipica di domini legittimi; però la stringa “eventb4ite” è una variante con cifra di “eventbrite”, suggerendo un tentativo di impersonificazione.  
CLASSE: 3"
51,4.374,0.0,1.0,0.271,0.0,3,8,bsiaskdtxnhbusrvardeqlzduiowgt.sandbox.alphasoc.xyz,1,1,TXT,1,"La presenza di un record TXT con una stringa molto lunga (51 caratteri) e un’entropia elevata (4.374) è tipica di tunneling/exfiltration, dove i dati vengono codificati in un unico label. La bassa percentuale di vocali e l’alto numero di consonanti rafforzano l’aspetto di una sequenza casuale più che di un nome leggibile.

CLASSE: 1"
32,4.117,0.20700000000000002,0.793,0.34500000000000003,0.0,3,2,129684.domains.domaingateway.com,0,0,AAAA,0,"Il record AAAA è tipico di servizi legittimi; la lunghezza di 32 caratteri e l’entropia 4.1 sono relativamente basse, indicando un nome strutturato (numero‑prefisso + “domains.domaingateway.com”) piuttosto che una stringa casuale o un payload.  

CLASSE: 0"
14,3.182,0.083,0.917,0.417,0.0,2,2,go0ogle.com.ar,1,3,A,3,"Il dominio è un A record di lunghezza moderata (14) con entropia relativamente bassa (3.18) e contiene una digit “0” al posto della “o”, tipico di typo‑squatting; nessuna anomalia strutturale o payload lungo.  

CLASSE: 3"
21,3.499,0.158,0.842,0.316,0.0,2,2,asj0bi26.attacco.test,1,2,AAAA,0,"Il record è di tipo AAAA (indirizzo IPv6) con lunghezza moderata (21) e entropia media (3.5), tipico di domini legittimi; la presenza di un sottodominio apparentemente casuale non è sufficiente a indicare tunneling o DGA.  
CLASSE: 0"
75,4.865,0.247,0.753,0.20500000000000002,0.0,2,4,mtc18bjlam6ifklsu8ktors7564sw3owezv5ubavd0bxmtaf4d97g120mqo1en.attacco.test,1,2,A,1,"Stringa di 75 caratteri con alta entropia (4.865) e quasi nessuna vocale, tipica di un payload codificato; il record A è atipico per domini così lunghi, indicando possibile uso per tunneling/exfiltration.  
CLASSE: 1"
13,2.873,0.0,1.0,0.417,0.0,1,1,homedepod.com,1,3,A,0,"Il record è di tipo A, la lunghezza (13) e l’entropia (2.87) sono tipiche di parole leggibili (es. “homedepod”), senza sequenze di caratteri anomale né sottodomini sospetti. Nessuna caratteristica indica tunneling, DGA o typosquatting.  
CLASSE: 0"
25,3.559,0.45,0.5,0.2,0.05,5,3,2.225.167.85.in-addr.arpa,0,0,AAAA,0,"Il dominio è un reverse‑DNS legittimo (IP → in‑addr.arpa), con qtype AAAA tipico di record di indirizzo, lunghezza moderata e entropia bassa, senza pattern di payload o stringhe casuali. Le caratteristiche non mostrano anomalie né tecniche di tunneling, DGA o typosquatting.  
CLASSE: 0"
29,3.9779999999999998,0.074,0.926,0.296,0.0,2,5,pfqqh6kgcugoil9a.attacco.test,1,2,AAAA,2,"AA​AAA è un record legittimo, ma il sottodominio “pfqqh6kgcugoil9a” è una stringa casuale di 17 caratteri, alta entropia (3.98) e pochi livelli, tipico di DGA.  
CLASSE: 2"
25,3.273,0.0,1.0,0.273,0.0,3,3,blogspot.xom.blogspot.com,1,3,A,0,"The A record and moderate length (25) with low entropy (3.27) point to a readable, human‑chosen name. No high‑entropy strings, digits or special chars are present, fitting normal web traffic.  
CLASSE: 0"
51,4.232,0.0,1.0,0.188,0.0,3,12,fygtfxdvmyrvacokvnldqrvoxocyyp.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT e la stringa è molto lunga (51 caratteri) con alta entropia (4.23) e poche vocali, tipico dell’uso di TXT per trasportare dati codificati. La struttura con pochi sottodomini e sequenze di consonanti estese indica un possibile canale di tunneling/exfiltration.

CLASSE: 1"
54,4.44,0.154,0.846,0.17300000000000001,0.0,2,11,vo5khq5svehj6s9ejspu49c5yfpg8insyqvgmtjjh.attacco.test,1,2,AAAA,2,"Il record AAAA è legittimo, ma la label iniziale è una stringa lunga (≈44 caratteri) con alta entropia (4.44) e molte consonanti consecutive, tipica di domini generati casualmente da DGA.  
Non presenta la lunghezza estrema dei tunnel né somiglianze a brand noti, quindi rientra nella categoria Malware DGA.  

CLASSE: 2"
17,3.2640000000000002,0.0,1.0,0.375,0.0,1,5,researchgzate.net,1,3,A,0,"Il record è di tipo A, tipico per host legittimi; la lunghezza (17) è media e l’entropia (3,264) non è elevata, suggerendo un nome leggibile più che casuale. Non ci sono caratteristiche di tunneling, DGA o typo‑squatting.  
CLASSE: 0"
67,4.5760000000000005,0.2,0.8,0.246,0.0,2,4,4uyl05pluvwaa3viv14bdklijp5apvn3s3s7wkn67gllaziieti0pg.attacco.test,1,2,AAAA,2,"Il record AAAA è tipico di traffico legittimo, ma la label di 67 caratteri è molto lunga, con alta entropia (4.576) e quasi nessuna vocale, tipica di domini generati casualmente da DGA.  
CLASSE: 2"
51,4.295,0.0,1.0,0.229,0.0,3,8,zrixklzgbllazusvjmrizsivrmaqnk.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT con una stringa molto lunga (51 caratteri) e alta entropia (4.295), tipiche di payload codificati usati per tunneling o esfiltrazione dati. La struttura casuale e la scarsa presenza di vocali rinforzano l’ipotesi di utilizzo per trasporto di dati anziché di dominio legittimo.

CLASSE: 1"
19,3.577,0.0,0.9410000000000001,0.353,0.059000000000000004,2,3,www.free-sudoku.com,0,0,AAAA,0,"Il record AAAA indica un normale indirizzo IPv6, la lunghezza (19) e l’entropia (3.58) sono tipiche di parole leggibili (free‑sudoku) con un solo trattino; nessuna anomalia di lunghezza estrema o alta casualità.  
Quindi rientra nel traffico legittimo.  
CLASSE: 0"
48,4.346,0.23900000000000002,0.761,0.23900000000000002,0.0,2,5,s4os7s15116zb90p1cpqreejmxhvoz1iaso.attacco.test,1,2,A,2,"Il record è di tipo A (normale), ma il primo label è molto lungo (≈32 caratteri) e presenta alta entropia (4.346) con sequenze di consonanti e numeri, tipico di domini generati da DGA. La presenza di soli 2 sottodomini e l'assenza di record TXT riducono la probabilità di tunneling.

CLASSE: 2"
28,3.669,0.522,0.435,0.17400000000000002,0.043000000000000003,5,3,125.194.243.201.in-addr.arpa,0,0,A,0,"Il dominio è una reverse‑lookup tipica (IP → in‑addr.arpa), usa record A, ha lunghezza moderata e bassa entropia, con alta percentuale di cifre tipica dei puntatori IP. Non presenta anomalie strutturali né pattern tipici di tunneling, DGA o typosquatting.  
CLASSE: 0"
16,3.625,0.0,1.0,0.333,0.0,1,3,esprittravel.com,0,0,A,0,"Il record A e la lunghezza moderata (16) con bassa entropia (3.6) indicano un dominio leggibile e plausibile; non vi sono sequenze anomale di caratteri né uso di TXT.  
CLASSE: 0"
20,3.384,0.0,1.0,0.47100000000000003,0.0,3,2,okfan.en.alibaba.com,0,0,AAAA,0,"Il record AAAA indica un normale lookup IPv6; la lunghezza (20) e l’entropia bassa (3.38) corrispondono a parole leggibili (okfan, en, alibaba) e non a stringhe casuali o payload.  
Non ci sono caratteristiche di tunneling, DGA o typosquatting.  
CLASSE: 0"
68,4.8260000000000005,0.258,0.742,0.167,0.0,2,4,9ibpzj3vqibbn6rw2saww3q08usmx0hysc4f9n35v9ko1w5daes93qs.attacco.test,1,2,AAAA,1,"La presenza di un record AAAA con un nome di dominio estremamente lungo (68 caratteri) e alta entropia (≈4.8) indica che la stringa è usata per trasportare dati codificati piuttosto che per un normale hostname. L’estrema lunghezza e la casualità del sottodominio sono tipiche dei meccanismi di tunneling/exfiltration.  
CLASSE: 1"
43,4.246,0.195,0.805,0.22,0.0,2,5,ybeslfdr30cw0huwj85ejul3lcl9e0.attacco.test,1,2,AAAA,2,"Il record AAAA è legittimo, ma il sotto‑dominio di 43 caratteri è una stringa apparentemente casuale (entropy 4.2, 20 % cifre) tipica dei domini generati da DGA, non di traffico normale né di tunneling TXT.  
CLASSE: 2"
13,3.027,0.0,1.0,0.5,0.0,1,2,ikinopoisk.ru,1,3,A,0,"Record A, lunghezza moderata (13) e bassa entropia (3.0) con buona presenza di vocali, nessun pattern tipico di tunneling o DGA.  
CLASSE: 0"
25,3.589,0.45,0.5,0.2,0.05,5,3,55.66.77.201.in-addr.arpa,0,0,A,0,"Il qtype A per un nome reverse (in‑addr.arpa) è tipico; la lunghezza (25) e l’entropia (3.589) sono moderate, con alta percentuale di cifre dovuta all’indirizzo IP, non indicano stringhe casuali né payload lunghi.  

CLASSE: 0"
25,3.943,0.08700000000000001,0.783,0.261,0.13,2,3,detail.xn--tml-jpa02a.com,1,3,A,3,"Record A di tipo normale, ma il dominio usa punycode (xn--), tipico di omonimi IDN/typosquatting; lunghezza e entropia non estreme, indicando imitazione di brand.  
CLASSE: 3"
65,4.746,0.17500000000000002,0.8250000000000001,0.159,0.0,2,5,lcpz0fp97di3nyyfl5ufgmqof68jrlz81wvlifjagtukpl6mp8kt.attacco.test,1,2,A,2,"Tipo di record A normale, ma la lunghezza 65 e l'entropia 4.746 indicano un nome altamente casuale tipico di DGA.  
Nessun uso di TXT e la presenza di pochi sottodomini conferma la classificazione.  
CLASSE: 2"
49,4.434,0.277,0.723,0.17,0.0,2,5,4hey03b2q4w8jnlyde7m2y8w47ecitjbkq24.attacco.test,1,2,A,2,"Record A è normale, ma il sotto‑dominio di 49 caratteri è casuale, alta entropia (4.43) e ricco di cifre, senza parole riconoscibili, tipico di DGA.  
CLASSE: 2"
40,4.193,0.079,0.921,0.211,0.0,2,9,tvgt3nrpmyvqpteh4ajzlo6qgho.attacco.test,1,2,A,2,"La presenza di un record di tipo **A** con un label di 40 caratteri quasi privo di vocali, alta entropia (4.19) e una lunga sequenza di consonanti indica un nome generato in modo casuale tipico dei DGA, non un dominio leggibile o un payload TXT.  

Quindi, il profilo corrisponde a un possibile dominio **Malware DGA**.  

CLASSE: 2"
51,4.366,0.0,1.0,0.188,0.0,3,20,qjijhxgfnfcqxmbsjlbvnnredausfs.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT contiene una stringa di 51 caratteri, entropia elevata (4.36) e una lunga sequenza di consonanti (20), tipiche di dati codificati usati per tunneling/exfiltration.  
CLASSE: 1"
21,3.654,0.158,0.684,0.263,0.158,2,3,xn--asks-f0a77a.co.id,1,3,A,3,"Il dominio è un punycode (xn--...), tipico di impersonificazione IDN; il record è di tipo A (normale) ma la lunghezza moderata, l’entropia non eccessiva e la presenza di cifre suggeriscono un nome creato per sembrare legittimo più che per trasporto dati.  
Queste caratteristiche indicano un possibile tentativo di typosquatting/impersonificazione.  
CLASSE: 3"
51,4.336,0.0,1.0,0.25,0.0,3,9,necdvdxtkedidhasuebjicrbtrrkfr.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT di 51 caratteri con una stringa di sub‑domain lunga, alta entropia (4.336) e una sequenza di consonanti di 9 indica tipicamente un canale di tunneling/exfiltration.  
CLASSE: 1"
27,3.676,0.5,0.455,0.182,0.045,5,3,134.86.126.174.in-addr.arpa,0,0,A,0,"Il tipo di record A su un nome “in‑addr.arpa” è tipico di query reverse DNS legittime; la lunghezza (27) e l’entropia moderata (3.68) non indicano stringhe casuali o payload estremi. Nessuna anomalia strutturale o uso di punycode suggerisce attività malevola.  
CLASSE: 0"
26,3.686,0.47600000000000003,0.47600000000000003,0.19,0.048,5,3,49.208.140.79.in-addr.arpa,1,1,A,0,"Il tipo A per una query reverse‑lookup su un IP è tipico del traffico legittimo; la lunghezza (26) e l’entropia moderata (3.69) rientrano nella norma per un dominio “in‑addr.arpa” con molte cifre. Non ci sono pattern di tunneling, DGA né spoofing.

CLASSE: 0"
51,4.342,0.0,1.0,0.188,0.0,3,9,kxtwsguralfzjpzfupqmuqprzsfcxp.sandbox.alphasoc.xyz,1,1,TXT,1,"Il tipo TXT con una stringa molto lunga (51 caratteri) e alta entropia (4.34) è tipico di tunneling/exfiltration, dove dati codificati vengono inseriti in record TXT. La lunghezza estrema e la scarsa presenza di vocali rafforzano l’indicazione di payload incapsulato.

CLASSE: 1"
26,3.584,0.0,1.0,0.375,0.0,2,4,farmacomedia.wordpress.com,0,0,AAAA,0,"Il record AA​AA indica un normale indirizzo IPv6; la lunghezza (26) e l’entropia (3.58) sono tipiche di domini leggibili (farmacomedia) con pochi sottodomini, nessun dato anomalo.  
CLASSE: 0"
13,2.931,0.0,1.0,0.333,0.0,1,2,armorcast.com,0,0,A,0,"Il record di tipo **A**, la lunghezza moderata (13) e l'entropia bassa (≈2.9) indicano un nome leggibile e non casuale; i valori di vocali, consonanti e assenza di cifre/speciali sono tipici di domini legittimi.  

CLASSE: 0"
18,3.795,0.23500000000000001,0.588,0.11800000000000001,0.176,1,2,xn--j115-gya0q.com,1,3,A,3,"Il record è di tipo A e la lunghezza (18) e l’entropia (≈3.8) sono nella media, ma la forma punycode “xn--…” suggerisce un possibile homograph/typosquatting.  
CLASSE: 3"
26,3.686,0.47600000000000003,0.47600000000000003,0.19,0.048,5,3,149.37.184.75.in-addr.arpa,0,0,AAAA,0,"La presenza di un record AA/A (reverse DNS) con lunghezza moderata (26), entropia contenuta (≈3.7) e alto numero di cifre è tipica di un dominio di risoluzione IP legittimo, senza anomalie strutturali.  

CLASSE: 0"
51,4.437,0.0,1.0,0.188,0.0,3,12,txdfggnuvpafifnckovbpxkmqtrmzn.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT, con una stringa di 51 caratteri ad alta entropia (4.44) e quasi nessuna vocale, tipico di dati codificati inseriti in un dominio random; la lunghezza e il tipo suggeriscono un canale di tunneling/exfiltration.  

CLASSE: 1"
8,2.5,0.0,1.0,0.14300000000000002,0.0,1,4,mslc.com,0,0,AAAA,0,"Bassa entropia (2.5), lunghezza breve (8) e tipo di record AA​AA tipico di risoluzione IP indicano un dominio legittimo. Nessuna anomalia di sottodomini o caratteri speciali.  
CLASSE: 0"
20,3.646,0.158,0.684,0.263,0.158,1,2,xn--rabia-r9a19h.com,1,3,A,3,"Il record è di tipo A, tipico dei domini legittimi, ma il prefisso punycode (xn--) segnala un dominio IDN usato per imitare un nome reale; la lunghezza (20) e l’entropia moderata (3.6) non corrispondono a tunneling né a DGA.  
Queste caratteristiche lo collocano nella categoria Imposter/Typosquatting.  
CLASSE: 3"
8,3.0,0.14300000000000002,0.857,0.429,0.0,1,1,e4bay.in,1,3,A,3,"Il record di tipo A, la lunghezza contenuta (8) e l’entropia bassa (3.0) indicano un dominio non casuale né di tunneling; la presenza di “e4bay” ricorda il brand eBay con una leggera variazione, tipica di typosquatting.  
CLASSE: 3"
71,5.009,0.275,0.725,0.188,0.0,2,4,deh168vu6czne28k24ms6wkj37f4wiwmbzaphjrul5ivgiwnx529q0i06b.attacco.test,1,2,A,2,"Il record è di tipo A (normale), ma il nome include una label molto lunga (71 caratteri) con alta entropia (5.009) e alta percentuale di cifre, tipica di domini generati casualmente da DGA.  
Il dominio ha pochi sottodomini e nessun carattere speciale, confermando la natura randomizzata piuttosto che di tunneling.

CLASSE: 2"
39,4.007,0.108,0.892,0.243,0.0,2,4,uhnnsatvibbnabchp1ofk9b4h4.attacco.test,1,2,A,2,"La presenza di un record di tipo A, la lunghezza moderata (≈26 caratteri) e l’alta entropia (≈4,0) indicano un label apparentemente casuale tipico di domini generati da algoritmo (DGA), non di tunneling (che userebbe TXT) né di typosquatting.  

CLASSE: 2"
13,2.873,0.0,1.0,0.5,0.0,1,2,atiassiam.net,1,3,A,0,"Il record di tipo A, la lunghezza media (13) e l’entropia relativamente bassa (≈2.9) sono tipici di domini legittimi, senza segnali di tunneling o DGA.  

CLASSE: 0"
76,4.789,0.257,0.743,0.176,0.0,2,6,vnix3rjr0rrsuo1f3ljb0yt46r567mcm848joweqwu5nc7kpgbgg74r7ok5ocwa.attacco.test,1,2,A,2,"Il record è di tipo A, ma la sottostringa di 76 caratteri mostra alta entropia (4.789) e un pattern quasi casuale di lettere e cifre, tipico dei domini generati da DGA.  
La lunghezza media e i pochi sottodomini confermano la probabilità di un dominio malware automatico.  

CLASSE: 2"
